SA Professional Approach,SA Attitude And Friendliness,SA Product Knowledge,On The Promised Time,Completed First Time,SA Explained The Work ,Cleaned Properly ,NPS,Service Advisor,PLANT
9,9,9,9,9,9,9,9,Not Mentioned,Kuruwita Branch
10,10,10,10,10,10,10,10,Not Mentioned,Kuruwita Branch
10,10,10,8,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,9,T.G.C. Silva,Siyambalape Service Complex
8,8,5,0,0,9,10,10,Not Mentioned,Matara Branch
10,10,8,0,7,10,10,7,Not Mentioned,Mathugama Branch
9,9,10,9,5,8,10,,Not Mentioned,Rathmalana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Rathmalana Branch
9,9,9,9,9,9,9,9,Umesh Sabaragamuwa,Rathmalana Branch
10,10,2,8,10,10,10,10,Not Mentioned,Rathmalana Branch
10,10,10,10,8,10,9,10,Umesh Sabaragamuwa,Rathmalana Branch
8,8,8,8,7,9,8,9,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,T.G.C. Silva,Siyambalape Service Complex
9,9,9,9,7,9,9,7,Not Mentioned,Siyambalape Service Complex
10,10,10,10,10,10,10,10,B. P Rajapakse,Siyambalape Service Complex
9,9,9,9,9,9,9,8,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,9,10,10,9,Not Mentioned,Tissamaharama Branch
10,10,10,10,10,10,10,8,Not Mentioned,Tissamaharama Branch
10,10,10,10,10,10,10,10,B. P Rajapakse,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,8,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,10,Not Mentioned,Mathugama Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,6,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,5,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Mahiyangana Branch
10,10,0,10,10,10,10,10,Asiri Herath,Balagolla Branch
10,10,10,9,10,10,0,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Not Mentioned,Kuruwita Branch
5,5,10,10,0,0,5,7,Not Mentioned,Anuradhapura Branch
9,9,9,9,9,9,9,9,Not Mentioned,Anuradhapura Branch
9,9,9,8,9,9,9,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
9,9,9,9,9,9,9,9,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Tissamaharama Branch
9,9,9,9,9,9,9,9,Umesh Sabaragamuwa,Rathmalana Branch
9,9,9,9,9,9,9,9,Not Mentioned,Mahiyangana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,5,Not Mentioned,Rathmalana Branch
9,9,9,9,9,9,9,8,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Not Mentioned,Rathmalana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Chamila Gunathilaka,Siyambalape Service Complex
5,5,5,5,5,5,5,5,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,9,9,9,9,9,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Rathmalana Branch
10,10,10,10,10,10,10,10,Asiri Herath,Balagolla Branch
10,10,10,10,9,9,9,8,Not Mentioned,Rathmalana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,9,Not Mentioned,Kurunegala Regional Centere
9,9,9,9,9,9,9,8,Chamila Gunathilaka,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Asiri Herath,Balagolla Branch
10,10,10,10,10,5,10,10,Not Mentioned,Mathugama Branch
10,10,10,10,10,10,10,10,B. P Rajapakse,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Rathmalana Branch
10,10,10,10,10,10,10,10,Asiri Herath,Balagolla Branch
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,6,9,10,9,6,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,6,10,10,10,9,T.G.C. Silva,Siyambalape Service Complex
8,8,8,5,8,9,8,3,Not Mentioned,Anuradhapura Branch
8,8,8,8,8,8,8,0,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
8,8,8,8,8,8,8,1,B. P Rajapakse,Siyambalape Service Complex
9,9,7,8,8,8,10,5,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Asiri Herath,Balagolla Branch
8,8,8,6,8,8,8,5,Umesh Sabaragamuwa,Rathmalana Branch
10,10,10,10,10,10,10,8,Not Mentioned,Rathmalana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
9,9,8,7,7,9,9,7,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,9,10,10,10,9,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Rathmalana Branch
10,10,10,10,10,10,10,10,Umesh Sabaragamuwa,Rathmalana Branch
9,9,9,9,9,9,9,0,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,7,Not Mentioned,Embilipitiya Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,8,Not Mentioned,Anuradhapura Branch
10,10,10,6,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,9,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
8,9,5,9,9,9,9,5,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Rathmalana Branch
10,10,10,10,10,0,10,10,B. P Rajapakse,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Mahiyangana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Rathmalana Branch
10,10,10,10,10,10,10,9,Not Mentioned,Kuruwita Branch
10,10,10,10,10,10,10,10,T.G.C. Silva,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Chamila Gunathilaka,Siyambalape Service Complex
6,6,6,6,0,6,6,0,B. P Rajapakse,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,10,9,10,10,10,10,Not Mentioned,Tissamaharama Branch
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,10,Not Mentioned,Mathugama Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,8,8,8,9,9,10,Not Mentioned,Kuruwita Branch
10,10,10,8,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,9,10,10,10,10,Not Mentioned,Embilipitiya Branch
10,10,10,10,10,10,10,10,Not Mentioned,Siyambalape Service Complex
10,10,10,8,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Mathugama Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,B. P Rajapakse,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Rajith Kanishka,Balagolla Branch
10,10,10,10,5,5,10,5,Chamila Gunathilaka,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Chamila Gunathilaka,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Chamila Gunathilaka,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,8,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Asiri Herath,Balagolla Branch
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Mahiyangana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,8,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Not Mentioned,Rathmalana Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Mahiyangana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Tissamaharama Branch
10,10,10,9,10,10,10,9,Not Mentioned,Rathmalana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,10,Not Mentioned,Embilipitiya Branch
10,10,10,10,10,10,8,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Asiri Herath,Balagolla Branch
10,10,10,10,10,10,10,10,Umesh Sabaragamuwa,Rathmalana Branch
9,9,9,9,9,9,9,10,Umesh Sabaragamuwa,Rathmalana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Not Mentioned,Siyambalape Service Complex
7,7,2,9,10,10,10,10,Not Mentioned,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
9,9,9,9,9,9,9,9,Not Mentioned,Anuradhapura Branch
8,8,8,9,10,8,9,9,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Siyambalape Service Complex
8,8,9,5,8,8,8,5,Not Mentioned,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Siyambalape Service Complex
9,9,9,9,9,9,9,9,Not Mentioned,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,7,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Mathugama Branch
8,8,8,9,7,8,7,7,Not Mentioned,Rathmalana Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,9,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Mahiyangana Branch
10,10,10,2,10,10,10,7,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Tissamaharama Branch
10,10,8,2,3,10,10,0,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Tissamaharama Branch
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,10,10,10,8,8,10,Samith Wicramasinghe,Siyambalape Service Complex
0,0,0,5,0,0,0,0,Samith Wicramasinghe,Siyambalape Service Complex
9,9,9,6,8,8,8,8,Not Mentioned,Tissamaharama Branch
10,10,10,10,10,10,10,10,Umesh Sabaragamuwa,Rathmalana Branch
10,10,10,10,9,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,0,5,4,4,3,3,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,10,Not Mentioned,Tissamaharama Branch
10,10,10,10,10,10,10,10,Umesh Sabaragamuwa,Rathmalana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,B. P Rajapakse,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
8,8,8,8,8,8,8,8,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Asiri Herath,Balagolla Branch
8,8,8,8,8,8,8,8,Asiri Herath,Balagolla Branch
10,10,10,10,10,10,10,10,Not Mentioned,Tissamaharama Branch
10,10,10,10,10,10,10,10,B. P Rajapakse,Siyambalape Service Complex
8,8,8,8,8,8,8,8,Asiri Herath,Balagolla Branch
9,9,9,9,9,9,9,9,Not Mentioned,Kurunegala Regional Centere
8,8,8,8,8,8,8,8,Samith Wicramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,9,Chamila Gunathilaka,Siyambalape Service Complex
8,8,6,2,10,8,10,10,Deepal Kariyawasam,Siyambalape Service Complex
8,8,8,9,7,10,10,2,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,9,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,B. P Rajapakse,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
8,8,8,8,8,8,8,10,Samith Wicramasinghe,Siyambalape Service Complex
5,5,10,10,8,10,10,10,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,10,Asiri Herath,Balagolla Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
7,7,7,8,8,8,8,8,B. P Rajapakse,Siyambalape Service Complex
9,9,9,5,9,9,9,9,Thuraisingam Prakash,Batticoloa Branch
10,10,10,8,8,10,8,8,Not Mentioned,Jaffna Branch
9,9,9,9,9,9,9,10,Not Mentioned,Jaffna Branch
9,9,9,9,9,9,9,10,Thuraisingam Prakash,Batticoloa Branch
9,9,9,9,9,9,9,10,Not Mentioned,Vavuniya Branch
9,9,9,8,9,9,9,6,Thuraisingam Prakash,Batticoloa Branch
9,9,9,9,9,9,9,9,Not Mentioned,Jaffna Branch
10,10,10,10,10,10,10,9,Not Mentioned,Jaffna Branch
10,10,10,10,10,10,10,10,Not Mentioned,Jaffna Branch
9,9,9,10,10,10,10,10,Not Mentioned,Vavuniya Branch
5,5,9,0,0,0,0,0,Thuraisingam Prakash,Batticoloa Branch
8,8,7,4,4,8,9,6,Not Mentioned,Jaffna Branch
9,9,9,9,9,9,9,8,Not Mentioned,Jaffna Branch
0,0,5,0,0,2,0,1,Thuraisingam Prakash,Batticoloa Branch
10,10,10,10,10,10,10,10,Thuraisingam Prakash,Batticoloa Branch
9,9,9,9,9,9,9,9,Not Mentioned,Jaffna Branch
9,9,9,9,9,9,9,9,Thuraisingam Prakash,Batticoloa Branch
9,9,9,9,9,9,9,10,Thuraisingam Prakash,Batticoloa Branch
9,9,9,9,9,9,9,10,Thuraisingam Prakash,Batticoloa Branch
9,9,9,9,9,9,9,9,Not Mentioned,Jaffna Branch
9,9,9,9,9,9,9,9,Not Mentioned,Jaffna Branch
9,9,9,9,9,9,9,9,Not Mentioned,Jaffna Branch
9,9,9,9,9,9,9,9,Not Mentioned,Jaffna Branch
9,9,9,9,9,9,9,9,Not Mentioned,Vavuniya Branch
9,9,9,9,9,9,9,10,Thiruvarankan Sellathamby,Batticoloa Branch
9,9,9,9,9,9,9,9,Not Mentioned,Vavuniya Branch
10,10,10,8,10,10,0,10,Thuraisingam Prakash,Batticoloa Branch
10,10,10,10,10,10,10,10,Thuraisingam Prakash,Batticoloa Branch
9,9,9,9,9,9,9,10,Not Mentioned,Jaffna Branch
8,8,9,3,9,9,9,9,Not Mentioned,Jaffna Branch
9,9,9,9,9,9,9,9,Thiruvarankan Sellathamby,Batticoloa Branch
9,9,9,9,9,9,9,10,Not Mentioned,Jaffna Branch
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
6,6,6,6,8,8,10,9,Samith Wicramasinghe,Siyambalape Service Complex
8,8,10,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Umesh Sabaragamuwa,Rathmalana Branch
9,9,10,7,6,10,10,10,Not Mentioned,Kuruwita Branch
10,10,10,10,10,10,10,10,Umesh Sabaragamuwa,Rathmalana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,9,9,9,9,9,Not Mentioned,Anuradhapura Branch
10,10,10,5,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
9,9,9,10,10,10,10,9,Not Mentioned,Anuradhapura Branch
10,10,10,10,9,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Asiri Herath,Balagolla Branch
6,6,6,6,6,6,6,6,Not Mentioned,Kurunegala Regional Centere
10,10,9,10,8,10,10,10,Not Mentioned,Rathmalana Branch
8,8,9,10,10,10,9,9,Not Mentioned,Rathmalana Branch
8,8,8,9,10,9,10,10,Not Mentioned,Rathmalana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Rathmalana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,9,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,9,9,9,9,9,9,Not Mentioned,Matara Branch
9,9,8,10,2,8,9,7,Not Mentioned,Mathugama Branch
5,5,8,10,8,5,8,10,Not Mentioned,Mathugama Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Chamila Gunathilaka,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Tissamaharama Branch
10,10,10,8,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Mathugama Branch
8,8,8,8,8,9,9,9,Not Mentioned,Anuradhapura Branch
9,9,9,9,8,9,8,10,Not Mentioned,Kuruwita Branch
10,10,10,9,10,10,9,10,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,10,Not Mentioned,Kuruwita Branch
10,10,10,8,8,10,9,10,Asiri Herath,Balagolla Branch
10,10,10,10,10,10,10,9,Asiri Herath,Balagolla Branch
10,10,10,8,8,10,8,8,Not Mentioned,Embilipitiya Branch
0,0,0,8,8,0,8,0,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Asiri Herath,Balagolla Branch
8,8,8,10,10,8,8,10,Umesh Sabaragamuwa,Rathmalana Branch
8,8,8,10,10,8,10,10,Not Mentioned,Kuruwita Branch
10,10,10,7,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,8,10,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,10,Rajith Kanishka,Balagolla Branch
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
9,9,9,9,9,9,9,9,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
8,8,8,7,8,8,5,9,Not Mentioned,Kurunegala Regional Centere
9,9,9,10,10,9,10,10,Asiri Herath,Balagolla Branch
10,10,10,10,10,10,10,10,Not Mentioned,Kuruwita Branch
10,10,10,10,10,10,10,10,Not Mentioned,Kuruwita Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
8,8,8,2,8,8,8,5,Not Mentioned,Matara Branch
8,8,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
8,8,8,10,8,7,8,10,Not Mentioned,Matara Branch
9,9,10,0,0,5,8,7,Not Mentioned,Matara Branch
10,10,8,10,10,10,8,10,Not Mentioned,Tissamaharama Branch
8,8,5,10,10,10,10,10,B. P Rajapakse,Siyambalape Service Complex
9,9,9,8,10,9,9,10,B. P Rajapakse,Siyambalape Service Complex
2,2,8,3,10,4,7,0,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,8,8,10,10,Not Mentioned,Tissamaharama Branch
6,6,6,6,7,5,8,6,Samith Wicramasinghe,Siyambalape Service Complex
5,5,10,0,0,2,5,0,Asiri Herath,Balagolla Branch
10,10,10,8,8,10,8,10,Umesh Sabaragamuwa,Rathmalana Branch
7,7,8,6,8,8,8,8,Not Mentioned,Embilipitiya Branch
7,7,10,10,7,10,10,4,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Not Mentioned,Kuruwita Branch
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
7,7,7,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
7,7,8,7,0,7,7,7,Chamila Gunathilaka,Siyambalape Service Complex
10,10,10,5,10,10,0,8,Umesh Sabaragamuwa,Rathmalana Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,8,0,10,10,5,Not Mentioned,Matara Branch
10,10,10,9,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Chamila Gunathilaka,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Rathmalana Branch
9,9,9,9,9,9,9,9,Umesh Sabaragamuwa,Rathmalana Branch
10,10,10,6,10,8,10,8,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
8,8,8,0,9,9,9,5,Not Mentioned,Matara Branch
10,10,10,7,7,7,7,8,Chamila Gunathilaka,Siyambalape Service Complex
9,9,9,9,9,9,9,9,T.G.C. Silva,Siyambalape Service Complex
8,8,8,8,8,8,8,8,Not Mentioned,Matara Branch
9,9,9,5,9,9,9,9,Not Mentioned,Tissamaharama Branch
9,9,9,9,9,9,9,9,Not Mentioned,Tissamaharama Branch
8,8,8,8,8,8,8,8,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
8,8,8,8,8,8,8,8,Not Mentioned,Matara Branch
8,8,8,8,8,8,8,8,Not Mentioned,Tissamaharama Branch
10,10,10,10,10,10,10,10,Not Mentioned,Tissamaharama Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Kuruwita Branch
10,10,10,10,10,10,10,10,Asiri Herath,Balagolla Branch
8,8,8,8,8,8,8,8,Not Mentioned,Rathmalana Branch
10,10,10,10,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,5,7,10,10,8,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,B. P Rajapakse,Siyambalape Service Complex
8,10,10,10,10,10,10,10,B. P Rajapakse,Siyambalape Service Complex
10,10,10,10,10,10,5,10,Samith Wicramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Kurunegala Regional Centere
9,9,9,9,9,9,9,9,Deepal Kariyawasam,Siyambalape Service Complex
9,9,9,9,9,9,9,9,Not Mentioned,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Not Mentioned,Kuruwita Branch
9,9,6,8,7,8,6,8,Asiri Herath,Balagolla Branch
10,10,10,10,10,10,10,10,Chamila Gunathilaka,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Umesh Sabaragamuwa,Rathmalana Branch
10,10,10,10,10,10,10,10,Not Mentioned,Kuruwita Branch
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
10,10,10,8,10,10,10,10,Samith Wicramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,9,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,0,10,10,Not Mentioned,Mathugama Branch
1,1,1,10,10,0,0,0,Not Mentioned,Mathugama Branch
10,10,10,10,10,10,10,10,Not Mentioned,Mathugama Branch
9,9,9,9,9,9,9,9,Not Mentioned,Rathmalana Branch
9,9,9,9,9,9,9,9,Umesh Sabaragamuwa,Rathmalana Branch
10,10,8,6,10,10,10,8,B. P Rajapakse,Siyambalape Service Complex
9,9,9,9,9,9,9,9,Chamaka Kuruppu,Rathmalana Branch
10,10,10,10,10,10,10,9,Not Mentioned,Anuradhapura Branch
10,10,10,7,10,10,10,9,Not Mentioned,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,10,10,0,0,10,Deepal Kariyawasam,Siyambalape Service Complex
9,9,9,9,9,9,10,10,Not Mentioned,Anuradhapura Branch
9,9,9,9,10,10,10,9,Not Mentioned,Anuradhapura Branch
9,9,9,10,10,9,10,10,Not Mentioned,Anuradhapura Branch
9,9,9,10,9,8,9,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,9,9,10,10,10,Not Mentioned,Siyambalape Service Complex
10,10,10,10,8,10,10,10,Not Mentioned,Siyambalape Service Complex
9,9,9,10,10,9,9,10,Not Mentioned,Anuradhapura Branch
10,10,10,9,9,10,10,10,Not Mentioned,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Not Mentioned,Matara Branch
9,9,9,9,10,9,10,10,Not Mentioned,Anuradhapura Branch
10,10,10,5,8,10,8,8,Not Mentioned,Embilipitiya Branch
